,Unnamed: 0,Hanzi,Meaning,Reading,Color,Mean Word,Sound,Traditional,Silhouette,Traditional_Colored
1071,1071,灵魂伴侣,soul mate,<span class = 'tone2'>línghún </span><span class = 'tone4'>bàn</span><span class = 'tone3'>lǚ</span>,<span class = 'tone2'>灵魂</span><span class = 'tone5'>伴</span><span class = 'tone4'>侣</span>,,,靈魂伴侶,_ _ _ _,<span class = 'tone2'>靈魂</span><span class = 'tone5'>伴</span><span class = 'tone4'>侶</span>
1072,1072,如果你非要这么说,If you say so...,<span class = 'tone2'>rú</span><span class = 'tone3'>guǒ nǐ </span><span class = 'tone1'>fēi </span><span class = 'tone4'>yào zhè</span><span class = 'tone5'>me</span><span class = 'tone1'>shuō</span>,<span class = 'tone2'>如</span><span class = 'tone3'>果</span><span class = 'tone5'>你</span><span class = 'tone3'>非</span><span class = 'tone5'>要</span><span class = 'tone1'>这</span><span class = 'tone5'>么</span><span class = 'tone4'>说</span>,,,如果你非要這麼說,_ _ _ _ _ _ _ _,<span class = 'tone2'>如</span><span class = 'tone3'>果</span><span class = 'tone5'>你</span><span class = 'tone3'>非</span><span class = 'tone5'>要</span><span class = 'tone1'>這</span><span class = 'tone5'>麼</span><span class = 'tone4'>說</span>
1073,1073,剧透,spoiler (media),<span class = 'tone4'>jù tòu</span>,<span class = 'tone4'>剧</span><span class = 'tone5'>透</span>,,,劇透,_ _,<span class = 'tone4'>劇</span><span class = 'tone5'>透</span>
1074,1074,向日葵,sunflower,<span class = 'tone4'>xiàngrì</span><span class = 'tone2'>kuí</span>,<span class = 'tone4'>向日</span><span class = 'tone2'>葵</span>,,,向日葵,_ _ _,<span class = 'tone4'>向日</span><span class = 'tone2'>葵</span>
1075,1075,晴朗,sunny and clear,<span class = 'tone2'>qíng</span><span class = 'tone3'>lǎng</span>,<span class = 'tone2'>晴</span><span class = 'tone3'>朗</span>,,,晴朗,_ _,<span class = 'tone2'>晴</span><span class = 'tone3'>朗</span>
1076,1076,日出,sunrise,<span class = 'tone4'>rì</span><span class = 'tone1'>chū</span>,<span class = 'tone4'>日</span><span class = 'tone1'>出</span>,,,日出,_ _,<span class = 'tone4'>日</span><span class = 'tone1'>出</span>
1077,1077,黄昏,dusk,<span class = 'tone2'>huáng</span><span class = 'tone1'>hūn</span>,<span class = 'tone2'>黄</span><span class = 'tone1'>昏</span>,,,黃昏,_ _,<span class = 'tone2'>黃</span><span class = 'tone1'>昏</span>
1078,1078,黎明,dawn (w/ l)<br>daybreak,<span class = 'tone2'>límíng</span>,<span class = 'tone2'>黎明</span>,,,黎明,_ _,<span class = 'tone2'>黎明</span>
1079,1079,一夜情,one night stand,<span class = 'tone1'>yī</span><span class = 'tone4'>yè </span><span class = 'tone2'>qíng</span>,<span class = 'tone1'>一</span><span class = 'tone4'>夜</span><span class = 'tone5'>情</span>,,,一夜情,_ _ _,<span class = 'tone1'>一</span><span class = 'tone4'>夜</span><span class = 'tone5'>情</span>
1080,1080,最后,finally (short period of time)<br>final,<span class = 'tone4'>zuìhòu</span>,<span class = 'tone4'>最后</span>,,,最後,_ _,<span class = 'tone4'>最後</span>
1081,1081,刮伤,scrape/scratch (wound),<span class = 'tone1'>guāshāng</span>,<span class = 'tone1'>刮伤</span>,,,刮傷,_ _,<span class = 'tone1'>刮傷</span>
1082,1082,顺着,along (w/ sh)<br>following,<span class = 'tone4'>shùn</span><span class = 'tone5'>zhe</span>,<span class = 'tone4'>顺</span><span class = 'tone5'>着</span>,,,順着,_ _,<span class = 'tone4'>順</span><span class = 'tone5'>着</span>
1083,1083,逆着,contrary<br>against (direction),<span class = 'tone4'>nì</span><span class = 'tone5'>zhe</span>,<span class = 'tone4'>逆</span><span class = 'tone5'>着</span>,,,逆着,_ _,<span class = 'tone4'>逆</span><span class = 'tone5'>着</span>
1084,1084,抹,to wipe<br>to smear,<span class = 'tone3'>mǒ</span>,<span class = 'tone3'>抹</span>,,,抹,_,<span class = 'tone3'>抹</span>
1085,1085,魔,devil/magic,<span class = 'tone2'>mó</span>,<span class = 'tone2'>魔</span>,,,魔,_,<span class = 'tone2'>魔</span>
1086,1086,弄湿,to get wet<br>to dampen,<span class = 'tone4'>nòng</span><span class = 'tone1'>shī</span>,<span class = 'tone4'>弄</span><span class = 'tone1'>湿</span>,,,弄溼,_ _,<span class = 'tone4'>弄</span><span class = 'tone1'>溼</span>
1087,1087,弯腰,to stoop<br>to bend over,<span class = 'tone1'>wānyāo</span>,<span class = 'tone1'>弯腰</span>,,,彎腰,_ _,<span class = 'tone1'>彎腰</span>
1088,1088,这是常事,It happens. (This is the norm),<span class = 'tone4'>zhè shì </span><span class = 'tone2'>cháng</span><span class = 'tone4'>shì</span>,<span class = 'tone4'>这</span><span class = 'tone5'>是</span><span class = 'tone4'>常</span><span class = 'tone5'>事</span>,,,這是常事,_ _ _ _,<span class = 'tone4'>這</span><span class = 'tone5'>是</span><span class = 'tone4'>常</span><span class = 'tone5'>事</span>
1089,1089,血液循环,blood circulation,<span class = 'tone4'>xuèyè </span><span class = 'tone2'>xúnhuán</span>,<span class = 'tone4'>血液</span><span class = 'tone5'>循</span><span class = 'tone2'>环</span>,,,血液循環,_ _ _ _,<span class = 'tone4'>血液</span><span class = 'tone5'>循</span><span class = 'tone2'>環</span>
1090,1090,浴室,bathroom (w/ y),<span class = 'tone4'>yùshì</span>,<span class = 'tone4'>浴室</span>,,,浴室,_ _,<span class = 'tone4'>浴室</span>
1091,1091,浴花,bath sponge (more common than 欲求),<span class = 'tone4'>yù </span><span class = 'tone1'>huā</span>,<span class = 'tone4'>浴</span><span class = 'tone5'>花</span>,,,浴花,_ _,<span class = 'tone4'>浴</span><span class = 'tone5'>花</span>
1092,1092,吹风机,hair dryer,<span class = 'tone1'>chuīfēngjī</span>,<span class = 'tone1'>吹风机</span>,,,吹風機,_ _ _,<span class = 'tone1'>吹風機</span>
1093,1093,梳,to comb,<span class = 'tone1'>shū</span>,<span class = 'tone1'>梳</span>,,,梳,_,<span class = 'tone1'>梳</span>
1094,1094,逆着胡子长的方向刮,to shave against the grain,<span class = 'tone4'>nì</span><span class = 'tone5'>zhe </span><span class = 'tone2'>hú</span><span class = 'tone5'>zi </span><span class = 'tone3'>zhǎng </span><span class = 'tone5'>de </span><span class = 'tone1'>fāng</span><span class = 'tone4'>xiàng </span><span class = 'tone1'>guā</span>,<span class = 'tone4'>逆</span><span class = 'tone5'>着胡</span><span class = 'tone2'>子</span><span class = 'tone5'>长的</span><span class = 'tone3'>方</span><span class = 'tone5'>向刮</span>,,,逆着鬍子長的方向刮,_ _ _ _ _ _ _ _ _,<span class = 'tone4'>逆</span><span class = 'tone5'>着鬍</span><span class = 'tone2'>子</span><span class = 'tone5'>長的</span><span class = 'tone3'>方</span><span class = 'tone5'>向刮</span>
1095,1095,顺着胡子长的方向刮,to shave with the grain,<span class = 'tone4'>shùn</span><span class = 'tone5'>zhe </span><span class = 'tone2'>hú</span><span class = 'tone5'>zi </span><span class = 'tone3'>zhǎng </span><span class = 'tone5'>de </span><span class = 'tone1'>fāng</span><span class = 'tone4'>xiàng </span><span class = 'tone1'>guā</span>,<span class = 'tone4'>顺</span><span class = 'tone5'>着胡</span><span class = 'tone2'>子</span><span class = 'tone5'>长的</span><span class = 'tone3'>方</span><span class = 'tone5'>向刮</span>,,,順着鬍子長的方向刮,_ _ _ _ _ _ _ _ _,<span class = 'tone4'>順</span><span class = 'tone5'>着鬍</span><span class = 'tone2'>子</span><span class = 'tone5'>長的</span><span class = 'tone3'>方</span><span class = 'tone5'>向刮</span>
1096,1096,耶路撒冷,Jerusalem,<span class = 'tone5'>Y</span><span class = 'tone1'>ē </span><span class = 'tone4'>lù </span><span class = 'tone1'>sā </span><span class = 'tone3'>lěng</span>,<span class = 'tone5'>耶</span><span class = 'tone1'>路</span><span class = 'tone5'>撒</span><span class = 'tone4'>冷</span>,,,耶路撒冷,_ _ _ _,<span class = 'tone5'>耶</span><span class = 'tone1'>路</span><span class = 'tone5'>撒</span><span class = 'tone4'>冷</span>
1097,1097,天使,angel,<span class = 'tone1'>tiān</span><span class = 'tone3'>shǐ</span>,<span class = 'tone1'>天</span><span class = 'tone3'>使</span>,,,天使,_ _,<span class = 'tone1'>天</span><span class = 'tone3'>使</span>
1098,1098,希腊语,Greek (language),<span class = 'tone1'>xī</span><span class = 'tone4'>là </span><span class = 'tone3'>yǔ</span>,<span class = 'tone1'>希</span><span class = 'tone4'>腊</span><span class = 'tone5'>语</span>,,,希臘語,_ _ _,<span class = 'tone1'>希</span><span class = 'tone4'>臘</span><span class = 'tone5'>語</span>
1099,1099,希腊,Greece,<span class = 'tone1'>xī</span><span class = 'tone4'>là</span>,<span class = 'tone1'>希</span><span class = 'tone4'>腊</span>,,,希臘,_ _,<span class = 'tone1'>希</span><span class = 'tone4'>臘</span>
1100,1100,定罪,to convict (of a crime),<span class = 'tone4'>dìngzuì</span>,<span class = 'tone4'>定罪</span>,,,定罪,_ _,<span class = 'tone4'>定罪</span>
1101,1101,权柄,authority (as in power),<span class = 'tone2'>quán</span><span class = 'tone3'>bǐng</span>,<span class = 'tone2'>权</span><span class = 'tone3'>柄</span>,,,權柄,_ _,<span class = 'tone2'>權</span><span class = 'tone3'>柄</span>
1102,1102,明灯,beacon,<span class = 'tone2'>míng</span><span class = 'tone1'>dēng</span>,<span class = 'tone2'>明</span><span class = 'tone1'>灯</span>,,,明燈,_ _,<span class = 'tone2'>明</span><span class = 'tone1'>燈</span>
1103,1103,安息日,the Sabbath,<span class = 'tone1'>ānxī </span><span class = 'tone4'>rì</span>,<span class = 'tone1'>安息</span><span class = 'tone5'>日</span>,,,安息日,_ _ _,<span class = 'tone1'>安息</span><span class = 'tone5'>日</span>
1104,1104,摩西,Moses,<span class = 'tone2'>mó</span><span class = 'tone1'>xī</span>,<span class = 'tone2'>摩</span><span class = 'tone1'>西</span>,,,摩西,_ _,<span class = 'tone2'>摩</span><span class = 'tone1'>西</span>
1105,1105,差,to send (biblical)<br>to commission (a messenger/mission),<span class = 'tone1'>chāi</span>,<span class = 'tone1'>差</span>,,,差,_,<span class = 'tone1'>差</span>
1106,1106,复活,to resurrect<br>resurrection,<span class = 'tone4'>fù</span><span class = 'tone2'>huó</span>,<span class = 'tone4'>复</span><span class = 'tone2'>活</span>,,,復活,_ _,<span class = 'tone4'>復</span><span class = 'tone2'>活</span>
1107,1107,约瑟,Joseph,<span class = 'tone1'>yuē</span><span class = 'tone4'>sè</span>,<span class = 'tone1'>约</span><span class = 'tone4'>瑟</span>,,,約瑟,_ _,<span class = 'tone1'>約</span><span class = 'tone4'>瑟</span>
1108,1108,争论,contention (w/ zh)<br>to contend<br>disputation<br>to debate,<span class = 'tone1'>zhēng</span><span class = 'tone4'>lùn</span>,<span class = 'tone1'>争</span><span class = 'tone4'>论</span>,,,爭論,_ _,<span class = 'tone1'>爭</span><span class = 'tone4'>論</span>
1109,1109,西门,Simon,<span class = 'tone1'>xī</span><span class = 'tone2'>mén</span>,<span class = 'tone1'>西</span><span class = 'tone2'>门</span>,,,西門,_ _,<span class = 'tone1'>西</span><span class = 'tone2'>門</span>
1110,1110,犹大,Judas,<span class = 'tone5'>Y</span><span class = 'tone2'>óu</span><span class = 'tone4'>dà</span>,<span class = 'tone5'>犹</span><span class = 'tone2'>大</span>,,,猶大,_ _,<span class = 'tone5'>猶</span><span class = 'tone2'>大</span>
1111,1111,加略人犹大,Judas Iscariot,<span class = 'tone5'>Ji</span><span class = 'tone1'>ā </span><span class = 'tone4'>lüè </span><span class = 'tone2'>rén </span><span class = 'tone5'>Y</span><span class = 'tone2'>óu</span><span class = 'tone4'>dà</span>,<span class = 'tone5'>加</span><span class = 'tone1'>略</span><span class = 'tone5'>人</span><span class = 'tone4'>犹</span><span class = 'tone5'>大</span>,,,加略人猶大,_ _ _ _ _,<span class = 'tone5'>加</span><span class = 'tone1'>略</span><span class = 'tone5'>人</span><span class = 'tone4'>猶</span><span class = 'tone5'>大</span>
1112,1112,失落,to lose (something)<br>to feel a sense of loss<br>loss,<span class = 'tone1'>shī</span><span class = 'tone4'>luò</span>,<span class = 'tone1'>失</span><span class = 'tone4'>落</span>,,,失落,_ _,<span class = 'tone1'>失</span><span class = 'tone4'>落</span>
1113,1113,丢弃,to discard (w/ d)<br>to abandon,<span class = 'tone1'>diū</span><span class = 'tone4'>qì</span>,<span class = 'tone1'>丢</span><span class = 'tone4'>弃</span>,,,丟棄,_ _,<span class = 'tone1'>丟</span><span class = 'tone4'>棄</span>
1114,1114,吗哪,manna (bread from heaven),<span class = 'tone3'>mǎnǎ</span>,<span class = 'tone3'>吗哪</span>,,,嗎哪,_ _,<span class = 'tone3'>嗎哪</span>
1115,1115,永生,eternal life<br>immortality<br>to live forever,<span class = 'tone3'>yǒng</span><span class = 'tone1'>shēng</span>,<span class = 'tone3'>永</span><span class = 'tone1'>生</span>,,,永生,_ _,<span class = 'tone3'>永</span><span class = 'tone1'>生</span>
1116,1116,拉比,Rabbi,<span class = 'tone1'>lā </span><span class = 'tone3'>bǐ</span>,<span class = 'tone1'>拉</span><span class = 'tone5'>比</span>,,,拉比,_ _,<span class = 'tone1'>拉</span><span class = 'tone5'>比</span>
1117,1117,旷野,wilderness,<span class = 'tone4'>kuàng</span><span class = 'tone3'>yě</span>,<span class = 'tone4'>旷</span><span class = 'tone3'>野</span>,,,曠野,_ _,<span class = 'tone4'>曠</span><span class = 'tone3'>野</span>
1118,1118,先知,prophet,<span class = 'tone1'>xiānzhī</span>,<span class = 'tone1'>先知</span>,,,先知,_ _,<span class = 'tone1'>先知</span>
1119,1119,迦百农,Capernaum,<span class = 'tone1'>jiā </span><span class = 'tone3'>bǎi </span><span class = 'tone2'>nóng</span>,<span class = 'tone1'>迦</span><span class = 'tone5'>百</span><span class = 'tone3'>农</span>,,,迦百農,_ _ _,<span class = 'tone1'>迦</span><span class = 'tone5'>百</span><span class = 'tone3'>農</span>
1120,1120,安得烈,Andrew,<span class = 'tone1'>ān </span><span class = 'tone2'>dé </span><span class = 'tone4'>liè</span>,<span class = 'tone1'>安</span><span class = 'tone5'>得</span><span class = 'tone2'>烈</span>,,,安得烈,_ _ _,<span class = 'tone1'>安</span><span class = 'tone5'>得</span><span class = 'tone2'>烈</span>
1121,1121,彼得,Peter,<span class = 'tone3'>bǐ</span><span class = 'tone2'>dé</span>,<span class = 'tone3'>彼</span><span class = 'tone2'>得</span>,,,彼得,_ _,<span class = 'tone3'>彼</span><span class = 'tone2'>得</span>
1122,1122,腓力,Philip,<span class = 'tone2'>féi </span><span class = 'tone4'>lì</span>,<span class = 'tone2'>腓</span><span class = 'tone5'>力</span>,,,腓力,_ _,<span class = 'tone2'>腓</span><span class = 'tone5'>力</span>
1123,1123,门徒,disciple,<span class = 'tone2'>méntú</span>,<span class = 'tone2'>门徒</span>,,,門徒,_ _,<span class = 'tone2'>門徒</span>
1124,1124,神迹,miracle (w/ sh),<span class = 'tone2'>shén</span><span class = 'tone4'>jì</span>,<span class = 'tone2'>神</span><span class = 'tone4'>迹</span>,,,神蹟,_ _,<span class = 'tone2'>神</span><span class = 'tone4'>蹟</span>
1125,1125,加利利,Galilee,<span class = 'tone5'>Ji</span><span class = 'tone1'>ā </span><span class = 'tone4'>lì lì</span>,<span class = 'tone5'>加</span><span class = 'tone1'>利</span><span class = 'tone5'>利</span>,,,加利利,_ _ _,<span class = 'tone5'>加</span><span class = 'tone1'>利</span><span class = 'tone5'>利</span>
1126,1126,逾越节,the Passover,<span class = 'tone2'>yú</span><span class = 'tone4'>yuè </span><span class = 'tone2'>jié</span>,<span class = 'tone2'>逾</span><span class = 'tone4'>越</span><span class = 'tone5'>节</span>,,,逾越節,_ _ _,<span class = 'tone2'>逾</span><span class = 'tone4'>越</span><span class = 'tone5'>節</span>
1127,1127,适应性,adaptability (not 灵活性),"<span class = 'tone5'>""</span><span class = 'tone4'>shìyìngxìng </span><span class = 'tone5'>""</span>",<span class = 'tone5'>适</span><span class = 'tone4'>应性</span>,,[sound:适应性_google_zh-CN.mp3],適應性,_ _ _,<span class = 'tone5'>適</span><span class = 'tone4'>應性</span>
1128,1128,陆军,the army<br>ground forces,<span class = 'tone4'>lù</span><span class = 'tone1'>jūn</span>,<span class = 'tone4'>陆</span><span class = 'tone1'>军</span>,,,陸軍,_ _,<span class = 'tone4'>陸</span><span class = 'tone1'>軍</span>
1129,1129,夜生活,nightlife,<span class = 'tone4'>yè</span><span class = 'tone1'>shēng</span><span class = 'tone2'>huó</span>,<span class = 'tone4'>夜</span><span class = 'tone1'>生</span><span class = 'tone2'>活</span>,,,夜生活,_ _ _,<span class = 'tone4'>夜</span><span class = 'tone1'>生</span><span class = 'tone2'>活</span>
